itching,skin rash,nodal skin eruptions,continuous sneezing,shivering,chills,joint pain,stomach pain,acidity,ulcers on tongue,muscle wasting,vomiting,burning micturition,spotting  urination,fatigue,weight gain,anxiety,cold hands and feets,mood swings,weight loss,restlessness,lethargy,patches in throat,irregular sugar level,cough,high fever,sunken eyes,breathlessness,sweating,dehydration,indigestion,headache,yellowish skin,dark urine,nausea,loss of appetite,pain behind the eyes,back pain,constipation,abdominal pain,diarrhoea,mild fever,yellow urine,yellowing of eyes,acute liver failure,fluid overload,swelling of stomach,swelled lymph nodes,malaise,blurred and distorted vision,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,weakness in limbs,fast heart rate,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,neck pain,dizziness,cramps,bruising,obesity,swollen legs,swollen blood vessels,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremeties,excessive hunger,extra marital contacts,drying and tingling lips,slurred speech,knee pain,hip joint pain,muscle weakness,stiff neck,swelling joints,movement stiffness,spinning movements,loss of balance,unsteadiness,weakness of one body side,loss of smell,bladder discomfort,foul smell of urine,continuous feel of urine,passage of gases,internal itching,depression,irritability,muscle pain,altered sensorium,red spots over body,belly pain,abnormal menstruation,watering from eyes,increased appetite,polyuria,family history,mucoid sputum,rusty sputum,lack of concentration,visual disturbances,receiving blood transfusion,receiving unsterile injections,coma,stomach bleeding,distention of abdomen,history of alcohol consumption,blood in sputum,prominent veins on calf,palpitations,painful walking,pus filled pimples,blackheads,scurring,skin peeling,silver like dusting,small dents in nails,inflammatory nails,blister,red sore around nose,yellow crust ooze
0.0050953,-0.26231,-0.15048,-0.29356,0.13054,-0.27447,-0.22579749999999998,-0.54116,-0.98613,-0.26648866666666665,-0.49982499999999996,-0.70507,-0.20821299999999998,-0.492835,-0.54114,-0.62451,-0.49127,-0.0832,-0.1719595,-0.67011,-0.20505,-0.31796,-0.14196433333333333,-0.29802333333333336,-0.56451,-0.324417,0.539713,0.2627,-0.3673,-0.54453,-0.58582,-0.59312,-0.084524,-0.04883,-0.57621,-0.40474799999999994,0.00238650000000001,-0.03614999999999999,-0.45606,-0.46408499999999997,-0.78036,-0.100842,-0.29225999999999996,-0.16822600000000001,-0.35436500000000004,0.057880000000000015,-0.32066466666666665,-0.13348800000000002,-0.23041,-0.16874499999999998,0.48736,-0.61365,-0.146836,-0.099303,-0.1562,0.11994,-0.42832499999999996,-0.3043476666666666,-0.3750733333333333,-0.28330425000000004,-0.22013825,-0.28414,-0.24888766666666665,-0.408315,-0.3319,-0.51091,-0.47575,-0.46134,-0.32184999999999997,-0.15535,-0.11569874999999999,-0.388035115,-0.04413,-0.1416711,-0.648725,0.22859166666666667,-0.19105275000000002,-0.40558000000000005,-0.343755,-0.05466833333333332,-0.60055,-0.420265,-0.014124999999999999,0.09064849999999999,-0.19197,-0.40925800000000007,-0.15129,-0.07183479999999999,-0.23725633333333332,-0.5064,-0.12658975,-0.07726849999999999,0.33982533333333337,-0.01740585,-0.21496,-0.74915,-0.42917,0.27130750000000003,-0.09074525,-0.35553,-0.23062765000000002,-0.023478,-0.629205,-0.011891,0.10886749999999999,0.19929349999999998,0.23065349999999998,-0.21457133333333334,0.0901205,-0.19522033333333333,0.07150299999999998,0.13086,-0.525575,-0.10215099999999999,-0.19192599999999999,-0.10723866666666666,-0.20241075,-0.099643,0.16371,0.0043199999999999905,0.12155,0.50758,-0.07628850000000001,-0.050853333333333334,-0.083403,-0.471735,0.13068,-0.07524000000000002,-0.007007233333333335
-0.41701,-0.24128,-0.3538666666666666,-0.01321,-0.51527,-0.15607,0.06195500000000001,0.245889,0.95307,-0.04306333333333336,0.08892149999999999,-0.11702,0.008739999999999998,0.173033,0.64929,1.006955,0.6372,-0.2526105,0.389045,1.240095,0.30716,0.22246,0.04581733333333333,0.42368,-0.0067175,0.4284645,-0.55896,0.5429,-0.16412,0.35057,0.51823,-0.11073,-0.23159000000000002,0.1618195,0.0060222,0.49787000000000003,-0.020679749999999997,0.3138,0.40743,0.45943500000000004,0.33111,0.22857950000000002,0.29286500000000004,-0.060294000000000014,0.5558433333333334,0.577595,0.13174933333333333,-0.4663433333333334,0.18738,-0.1316655,0.62043,-0.059404,-0.064098,0.56376,-0.431805,0.56416,0.2240585,0.00020366666666665756,0.6433566666666667,0.280898,-0.04809249999999998,-0.41302,-0.30434,0.196966,0.020677,0.2854,0.18741,0.94392,-0.5308649999999999,-0.5122143333333332,-0.31539550000000005,0.255562,-0.09807850000000001,-0.7908599999999999,0.425655,0.07390333333333335,-0.23498800000000003,0.266192,0.16963050000000002,0.08877666666666667,0.1737405,-0.128589,0.0547978,0.7554000000000001,0.041801000000000005,0.6533366666666667,0.28901,0.16997020000000002,0.4337493333333333,0.32101324999999997,0.11879200000000001,0.3730425,0.16954466666666668,-0.005684999999999996,0.78239,0.58849,0.341335,-0.140165,-0.026279999999999998,0.07284000000000002,0.399,-0.12144166666666667,0.511135,0.36608,0.13154000000000002,-0.265375,0.160491,0.3713666666666667,-0.06497,0.16500233333333333,-0.14851,-0.08556,0.10805400000000001,0.13934566666666667,0.3108825,0.1971623333333333,-0.08249,0.36934,-0.0685592,-0.10365233333333333,0.18571,-0.93574,-0.2631,0.011225333333333328,0.09002375000000001,0.021334999999999993,-0.020041,-0.186261,-0.10968333333333334
-0.62473,-0.438265,-0.1923,-0.6029505000000001,-0.29145,0.12431,-0.07202499999999998,-0.419725,-0.64582,-0.35190866666666665,-0.2285815,-0.45873,-0.568575,-0.448935,-0.048974,0.10682649999999999,-0.073809,-0.017523749999999998,-0.0859625,-0.1671785,-0.41222,0.44799,-0.2095,-0.11748333333333331,-0.56421,-0.019631,-0.1954555,-0.20096,-0.32706,0.0078145,-0.31779,-0.1771,-0.11106500000000001,-0.1842625,-0.30675,-0.007776666666666654,-0.280205,-0.454115,-0.49137,-0.37216499999999997,-0.13024,-0.08433550000000001,-0.221447,-0.27133999999999997,-0.11171799999999998,0.445105,-0.27907333333333334,-0.05370666666666667,0.58219,-0.13131575,0.022571,-0.66645,-0.4353333333333333,-0.12672499999999998,-0.700165,-0.44048,-0.55047,0.0496,-0.25021533333333335,-0.3036225,-0.0358125,-0.035100000000000006,-0.44699,-0.623255,-0.43834,-0.29637,-0.16427,-0.18522,-0.451155,-0.15669633333333333,-0.22953249999999997,-0.12566,-0.11715,-0.04796,0.11444,0.027452666666666663,-0.41384,-0.2999045,-0.5948,-0.21004666666666663,-0.03279499999999999,-0.460315,-0.29910000000000003,-0.073725,-0.081872,-0.146085,-0.082729,0.03448200000000001,-0.29510333333333333,-0.53104,-0.1664775,-0.17457525000000002,-0.29038,-0.257625,0.10983,-0.3593,-0.44489999999999996,-0.2354465,-0.030618999999999997,-0.24727795,-0.602625,-0.10634666666666666,0.26186,-0.073688,0.004130000000000009,-0.1299915,0.05484,-0.06599866666666666,0.01298000000000002,0.16839803333333336,-0.10380763333333333,-0.16643,-0.30423,-0.02030333333333334,0.2594015,0.014095666666666664,-0.20614925,-0.58066,-0.36739999999999995,-0.25279999999999997,-0.4889,-0.2546,-0.2664,-0.08251333333333333,-0.28549499999999994,-0.499965,0.01079,-0.41058625000000004,0.12556399999999998
-0.21944,0.11048500000000001,0.040023333333333334,-0.35952,-0.045743,-0.61307,0.0513825,0.2568005,0.052686,-0.11077999999999999,0.05498999999999998,0.0063483,-0.0055559999999999984,0.037149,0.16806,0.6029599999999999,0.15578,-0.16383874999999998,0.00816,0.787445,0.024596,0.31254,0.04649633333333334,0.06283499999999999,-0.18301,-0.29162,0.210514,0.14426,-0.038026,-0.047302,-0.11413,-0.45764,0.30353,-0.008489999999999998,0.18935,0.061906666666666686,0.07480350000000001,0.1634105,-0.22239,0.3587655,-0.35901,-0.07261500000000001,-0.174005,-0.155474,0.07078933333333333,-0.014268,0.011945666666666651,0.3417666666666667,0.071079,-0.092995,-0.13292,0.1335268,-0.026980666666666677,0.128481,-0.06795999999999999,-0.36179,0.24392049999999998,0.13625833333333334,-0.20834,0.21448275,0.1424465,-0.16587000000000002,0.020137199999999997,0.30071549999999997,0.12733,0.03705,0.38083,0.14878,0.1951448,-0.16675113333333336,0.184792,0.503965,0.03179500000000002,0.0017568000000000002,0.21987,0.3937866666666667,-0.28518475,0.308035,0.3015105,0.23741833333333331,0.359995,0.16728499999999996,-0.0916565,0.282663,0.008605000000000002,0.21867,0.091193,0.16380319999999998,0.005323333333333347,0.318825,-0.21415825,-0.16643875000000002,-0.01364333333333334,0.16669500000000004,0.22728,0.084445,0.2187255,0.205675,0.11774200000000001,0.4314055,0.49923,-0.02257066666666667,-0.10138,-0.084502,-0.1353155,-0.0282334,0.0929655,0.022473333333333307,-0.12154,0.029681333333333327,0.22123433333333334,0.48632,0.31808,0.09632566666666664,-0.11426175,-0.050445666666666666,0.19542625,0.007115,-0.026880000000000015,-0.16633433333333333,0.21371,0.074159,0.13204000000000002,-0.06448666666666666,-0.1125495,0.005405000000000021,-0.36746,0.008649224999999996,0.11478333333333333
-0.094095,-0.041909999999999975,-0.06700333333333332,0.035368,0.035769,0.36516,-0.044789999999999996,-0.158035,-0.3901,0.05787666666666669,-0.454135,-0.37493,-0.67713,0.092079,-0.66861,-0.595,-0.44016,0.15868749999999998,-0.410165,-0.8630800000000001,-0.37843,-0.35743,0.27057,-0.17162333333333332,-0.4263,0.01958,0.074686,-0.63721,-0.32026,-0.34536,-0.37629,-0.33741,-0.14349399999999998,-0.1830372,-0.35579,-0.5738766666666667,0.026028500000000003,0.162695,-0.5837,0.06209999999999999,-0.39324,-0.140465,-0.018380000000000007,-0.06844266666666667,-0.6384033333333333,-0.51581,-0.04520333333333334,0.4545666666666666,0.18195,-0.07095575,-0.1355,0.09944499999999998,0.004657333333333335,-0.205124,0.03828000000000001,-0.29722,0.14503,0.09752490000000001,-0.06965133333333334,-0.09882422500000002,0.3624825,0.045922,0.19177333333333335,0.23707999999999999,-0.23372,-0.2228,0.59631,-0.54571,0.4013,-0.08521000000000001,0.02009325,-0.4998745,-0.286045,0.24716595,-0.33113499999999996,-0.12791666666666665,0.050262499999999995,0.0736385,0.22657000000000002,0.3340733333333334,-0.06620265,0.15786999999999998,0.287105,-0.06091000000000002,0.046345,-0.5888266666666667,-0.22545,0.11697574,-0.48335,-0.2744,-0.11756749999999999,-0.11170675000000001,-0.09842999999999998,-0.0778715,-0.7359,-0.78935,-0.16044,-0.5203,0.24449099999999999,0.21789499999999998,-0.377745,0.104126,-0.50987,-0.52868,0.28268499999999996,0.184855,0.0540094,-0.3067066666666666,-0.57638,-0.5051033333333333,-0.23598133333333335,-0.13255,-0.226685,0.14236733333333332,-0.26112,0.05018666666666666,0.342635,0.01342,0.19012,0.064535,-0.076838,-0.25447,-0.24669999999999997,-0.04472000000000001,0.21558499999999997,-0.510185,0.43862,0.36105,0.2836
-0.43471,-0.213165,0.09902,-0.23768,-0.23647,-0.029948,-0.5341,-0.3415749,0.31144,-0.37393366666666666,0.19938,-0.36577,0.1615685,0.049334050000000004,-0.18464,0.19382135,-0.1222,-0.11239249999999999,0.310445,0.117825,0.59681,-0.013303,-0.14831,-0.003354333333333348,-0.63989,-0.27594,-0.693175,-0.45898,0.19244,-0.44419,0.30802,-0.61094,-0.324125,-0.0031749999999999973,-0.13525,0.14308833333333335,-0.34705359999999996,-0.40379,-0.41743,-0.41168000000000005,0.031911,-0.51336,0.030993,-0.4221216666666667,-0.4731433333333333,0.106744,-0.2433782666666667,-0.0006103333333333424,-0.25691,-0.05200375,-0.47667,-0.49707999999999997,-0.573345,-0.53476,-0.428125,-0.20547,-0.59205,-0.29904000000000003,-0.30399666666666664,-0.20900975,-0.29729,-0.37515,-0.3567466666666667,-0.66993,-0.24932,-0.21202,-0.74254,-0.27081,-0.2998745,-0.6248166666666667,-0.5355105,-0.09053499999999999,-0.89233,-0.26963400000000004,0.21554,-0.045628333333333326,-0.1979485,0.024092719999999998,-0.6962900000000001,-0.38739266666666666,-0.11465499999999999,-0.61955,-0.57635,0.028999999999999998,0.214611,0.013114999999999996,0.32664,-0.0702884,0.04273833333333333,-0.25043499999999996,0.023856250000000002,0.013576249999999998,0.202785,-0.152445,-0.55049,0.34797,-0.2533,0.57355,-0.04742424999999999,-0.38477100000000003,-0.16692,-0.20660066666666665,0.185705,0.40012,-0.148565,-0.5892850000000001,-0.48608,0.24205500000000002,0.008031999999999997,-0.34553600000000007,0.20155733333333334,-1.0115,-0.5640799,-0.20783833333333335,-0.14793625,-0.31257,-0.18234250000000002,0.054654,-0.23937500000000003,-0.314285,-1.1361,0.2479,-0.428195,-0.014556666666666662,-0.5235225,-0.557688,-0.74026,-0.32714350000000003,0.24694533333333335
0.45557,0.457165,0.2654733333333334,-0.0020599999999999993,-0.050162,0.032069,-0.15751500000000002,-0.31358,-0.26477,-0.13852,-0.013885000000000008,-0.38315,0.73693,-0.2099756,0.13802,-0.25102,-0.25955,-0.08288999999999999,-0.060739499999999995,-0.14295650000000001,-0.010916,-0.20648,0.10467666666666668,-0.295951,0.36274,0.186925,-0.138285,0.21645,0.07793,-0.081818,-0.082691,0.22169,0.289136,-0.34707,-0.45558,0.13537566666666667,-0.13250250000000002,-0.25493,-0.12183,-0.260095,0.19608,0.0458535,-0.393835,-0.08259666666666667,0.08197866666666666,0.006254999999999997,-0.052779333333333345,0.09540433333333335,-0.17444,-0.14717,0.45481,0.23925,-0.004526666666666669,-0.1337065,0.149895,0.38607,-0.05282150000000001,-0.06947333333333333,0.10557666666666665,-0.17475175,-0.0021624999999999978,0.0412195,0.13227,0.18012,-0.21319,-0.18613,-0.24998,0.29974,0.0156535,-0.099862,0.145095,0.436025,0.28994,0.0272025,0.36453,0.051871,0.20479550000000002,0.23598500000000003,-0.1258,-0.17366,-0.25590999999999997,0.505965,-0.009534,-0.043450000000000016,-0.3157535,-0.10935766666666664,-0.54406,-0.101038,0.14116566666666666,-0.25264,0.199305,0.064145,0.051207333333333334,0.29752999999999996,-0.27709,-0.1044,-0.23222500000000001,-0.21251000000000003,-0.13919574999999998,-0.28711000000000003,0.1404285,-0.072469,0.06551349999999999,0.15544,-0.037195000000000006,0.672595,0.119594,0.10440666666666666,-0.0211805,-0.2459363333333333,0.09256266666666667,-0.31773,-0.47013000000000005,0.05502666666666666,-0.01129250000000001,-0.028786666666666665,0.004715499999999998,0.054966,-0.015490000000000004,-0.096447,-0.039607,0.30844,0.36062,-0.004024,-0.07059250000000003,0.302765,-0.52339,-0.03857499999999999,-0.4501733333333333
0.0092233,0.053354999999999986,0.24148666666666663,-0.09445,0.34688,0.14684,-0.050610000000000016,0.231975,0.48562,-0.147135,-0.345055,0.010798,-0.05068,0.19476,0.34997,-0.086195,0.15945,0.11011350000000002,0.241347,-0.16463,0.51218,0.098318,-0.122658,0.3524966666666667,-0.86088,0.270836,0.36274249999999997,-0.26964,-0.043447,0.24387,-0.18353,0.069498,-0.244955,0.006440000000000001,0.025922,0.23075666666666664,0.340995,0.03322499999999999,-0.40156,0.11765244999999999,0.048416,0.17325600000000002,-0.18479,0.22036666666666668,0.1313903333333333,-0.118064,0.21827666666666667,-0.008748333333333337,0.22591,0.48451275,-0.87468,-0.0373475,0.4230133333333333,0.010075,0.166565,-0.15859,-0.02225000000000002,0.39905999999999997,-0.096933,0.151815,0.2434735,-0.11963499999999999,0.013257333333333335,0.1600645,0.36467,0.082304,0.32753,-0.057373,0.14553549999999998,0.245067,0.35652025,-0.040574999999999986,0.240851,0.0797005,0.45251050000000004,-0.43448000000000003,0.12377375,-0.1791565,0.2092,-0.10853333333333333,0.181195,0.1051695,0.1202575,0.09162000000000001,0.3009965,0.20675999999999997,0.12162,0.150344,0.012903333333333322,-0.23689149999999998,-0.05264,-0.03674500000000001,0.30800333333333335,-0.09107335000000001,-0.012974,0.48112,0.04461,0.2030725,0.17013325,-0.08882000000000001,0.13843,0.3623073333333333,0.376585,0.15952,-0.084625,-0.629165,-0.365085,0.34341333333333335,0.44859499999999997,-0.062283666666666675,-0.13488,-0.083798,0.18776,0.14889666666666668,0.18389875,-0.033296666666666676,0.109507,0.015902,0.051245000000000006,-0.3058633333333333,-0.51143,-0.27063,-0.24955,-0.11026399999999999,-0.047514500000000015,-0.104134,-0.49774,0.09578574999999999,0.18096333333333336
-0.24398,0.16255,-0.06049300000000001,0.14543,-0.3778,0.2304,0.22835,0.43039,0.0093348,0.014133666666666655,0.048174999999999996,0.02339,-0.545635,-0.34404999999999997,-0.32253,-0.29518,0.32282,0.05775074999999999,0.16461884999999998,-0.16273100000000001,-0.23478,-0.25575,0.13631000000000001,-0.13816799999999999,0.21234,-0.01955458,-0.431155,0.13755,-0.063304,-0.33402,-0.10455,0.34008,-0.144065,0.06964500000000001,0.1623,-0.2410479,0.08314725,0.1448585,-0.25278,0.5095350000000001,-0.49713,0.02747,-0.19454499999999997,-0.33310056666666665,0.36558,0.057615,0.3170194333333333,0.59036,-0.19608,-0.22097975000000003,0.24477,0.1713075,-0.09455056666666667,0.556325,0.41786,-0.16627,0.433645,-0.11054666666666667,0.194573,0.26183,0.12725499999999998,0.0645985,0.15310833333333332,0.384125,0.030782,0.18231,-0.020612,0.10096,0.14653850000000002,0.19387333333333334,0.0435325,0.1907,-0.0805255,-0.016204999999999997,-0.212765,0.22608633333333336,0.08194975,-0.259614,0.32764499999999996,0.2737866666666667,0.12466,0.30542,0.165465,-0.12556,-0.06270499999999998,-0.06206456666666666,-0.050705,-0.06606434,-0.023066566666666666,0.37154215,-0.13464442499999998,0.12394207500000001,-0.03586723333333334,0.141945,0.42463,-0.16643,0.330765,-0.435535,-0.039985250000000014,0.43627,0.051100000000000007,-0.109505,-0.38908750000000003,-0.48005,0.0976895,0.174705,0.06949499999999997,-0.0662589,-0.50169,0.13786466666666666,0.20521333333333333,-0.074729,0.2816325,0.2400561,0.019259324999999994,0.32593999999999995,0.0900475,-0.055393,0.13616,0.3652566666666666,0.34039,-0.17354,-0.081755,-0.26835933333333334,0.20708224999999997,-0.008711500000000004,0.44437,0.08640999999999999,-0.19771666666666665
1.1655,1.2640500000000001,0.43252,0.6628850000000001,0.67394,0.85622,2.28465,2.11695,0.11544,1.3328999999999998,1.5879,0.95996,0.38738500000000003,0.67028,1.2642,1.7614,2.2019,1.4443499999999998,1.5211999999999999,1.99855,0.60785,0.69058,1.570153333333333,1.34162,1.3462,1.7051,1.584695,-0.32962,1.3069,0.67956,0.41076,1.5058,0.345675,1.28865,0.88125,2.2382000000000004,2.551825,2.4896000000000003,0.58978,1.520025,0.25999,1.4154,0.8536,1.5045633333333335,1.8442333333333334,0.464905,1.8216,0.4833513333333333,1.0487,1.8535499999999998,-0.37813,1.19394,1.6275089999999999,1.19703,0.7080745,1.5148,1.8922500000000002,1.9224333333333334,2.1158,2.12122,2.1157525,1.245735,1.2826433333333334,1.84565,0.64248,0.68256,1.2947,2.0606,1.33795,1.6987333333333334,1.895572,0.941225,0.590415,0.05625000000000002,1.99425,1.6905333333333334,1.113075,1.7018550000000001,2.11895,2.0114666666666667,1.72645,1.272,0.93098,1.2256449999999999,1.5004,2.344766666666667,-0.57387,2.2744,2.149766666666667,1.295545,1.754175,1.7853750000000002,1.7907933333333335,1.2497,2.2028,0.23121,1.8880000000000001,0.33699999999999997,1.958355,1.7334,0.610105,1.9857666666666667,1.9367999999999999,-0.90322,3.1511,-0.76265,-0.06601000000000001,2.2654666666666667,1.2365,1.8589366666666667,0.8639666666666667,1.3051,1.72295,0.69769,2.2356,1.38964,1.7195624999999999,0.074907,2.48595,0.7166333333333333,-0.5739,-1.4249,0.72848,1.0486066666666667,1.3441012499999998,1.087375,-0.35242,1.71948,0.4218733333333333
